ori	agency_name	agency_type_name	state	county	lat	lng	is_nibrs
OH0780300	Liberty Township Police Department	City	OH	TRUMBULL	41.01088	-80.770396	1
OH0780400	McDonald Police Department	City	OH	TRUMBULL	41.164284	-80.724335	0
OH0780500	Newton Falls Police Department	City	OH	TRUMBULL	41.1886	-80.9777	1
OH0780600	Niles Police Department	City	OH	TRUMBULL	41.179073	-80.76445	1
OH0780700	Warren Police Department	City	OH	TRUMBULL	41.234085	-80.81711	1
OH0780800	Cortland Police Department	City	OH	TRUMBULL	41.340233	-80.722786	1
OH0781000	West Farmington Police Department	City	OH	TRUMBULL			1
OH0781200	Howland Township Police Department	City	OH	TRUMBULL	41.23911	-80.74056	1
OH0781300	Brookfield Township Police Department	City	OH	TRUMBULL	41.229584	-80.56996	1
OH0781400	Lordstown Police Department	City	OH	TRUMBULL	41.16592	-80.85309	1
OH0781500	Bazetta Township Police Department	City	OH	TRUMBULL	41.290257	-80.74112	1
OH0781600	Hubbard Township Police Department	City	OH	TRUMBULL	41.172573	-80.55503	1
OH0781700	Champion Township Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0781900	Hartford Township Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0782100	Warren Township Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0782300	Weathersfield Police Department	City	OH	TRUMBULL	41.147743	-80.767525	1
OH0782400	Fowler Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0782600	Kinsman Police Department	City	OH	TRUMBULL			1
OH0782700	Braceville Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0782800	Vienna Township Police Department	City	OH	TRUMBULL	41.308936	-80.767656	1
OH0790000	Tuscarawas County Sheriff's Office	County	OH	TUSCARAWAS	40.455643	-81.405685	1
OH0790100	Dennison Police Department	City	OH	TUSCARAWAS	40.393124	-81.333954	1
OH0790200	Dover Police Department	City	OH	TUSCARAWAS	40.522636	-81.476204	1
OH0790300	Newcomerstown Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0790400	New Philadelphia Police Department	City	OH	TUSCARAWAS	40.488552	-81.443565	1
OH0790500	Sugarcreek Police Department	City	OH	TUSCARAWAS	40.505028	-81.64085	1
OH0790600	Uhrichsville Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0790900	Bolivar Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0791000	Gnadenhutten Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0791100	Midvale Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0791400	Port Washington Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0791800	Strasburg Police Department	City	OH	TUSCARAWAS	40.592636	-81.52986	1
OH0791900	Tuscarawas Police Department	City	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0792100	Muskingum Watershed Conservancy District	Other	OH	TUSCARAWAS	40.447441	-81.471157	1
OH0800000	Union County Sheriff's Office	County	OH	UNION	40.23653	-83.36893	1
OH0800100	Marysville Police Department	City	OH	UNION	40.235283	-83.36669	1
OH0800200	Richwood Police Department	City	OH	UNION	40.295901	-83.367042	1
OH0810000	Van Wert County Sheriff's Office	County	OH	VAN WERT	40.85552	-84.585775	1
OH0810100	Van Wert Police Department	City	OH	VAN WERT	40.85552	-84.585775	1
OH0810200	Convoy Police Department	City	OH	VAN WERT			1
OH0820000	Vinton County Sheriff's Office	County	OH	VINTON	39.247055	-82.478905	1
OH0820100	McArthur Police Department	City	OH	VINTON	39.246674	-82.47956	1
OH0820200	Hamden Police Department	City	OH	VINTON			1
OH0830000	Warren County Sheriff's Office	County	OH	WARREN	39.421608	-84.201096	1
OH0830100	Franklin Police Department	City	OH	WARREN	39.425652	-84.169906	1
OH0830200	Harveysburg Police Department	City	OH	WARREN	39.503155	-84.00976	1
OH0830300	Lebanon Police Department	City	OH	WARREN	39.43554	-84.20856	1
OH0830400	Mason Police Department	City	OH	WARREN	39.354202	-84.30957	1
OH0830500	Morrow Police Department	City	OH	WARREN			1
OH0830800	Carlisle Police Department	City	OH	MONTGOMERY, WARREN	39.584137	-84.323814	1
OH0831000	Hamilton Township Police Department, Warren County	City	OH	WARREN			1
OH0831400	Springboro Police Department	City	OH	MONTGOMERY, WARREN	39.55903	-84.24074	1
OH0831500	Waynesville Police Department	City	OH	WARREN	39.5511	-84.09087	1
OH0831600	Clearcreek Township Police Department	City	OH	WARREN	39.54641	-84.194954	1
OH0840000	Washington County Sheriff's Office	County	OH	WASHINGTON	39.415436	-81.45458	1
OH0840100	Belpre Police Department	City	OH	WASHINGTON	39.450684	-81.490653	1
OH0840200	Marietta Police Department	City	OH	WASHINGTON	39.41622	-81.45329	1
OH0840300	Matamoras Police Department	City	OH	WASHINGTON	39.450684	-81.490653	1
OH0840400	Beverly Police Department	City	OH	WASHINGTON	39.450684	-81.490653	1
OH0840500	Lowell Police Department	City	OH	WASHINGTON	39.450684	-81.490653	1
OH084089E	Marietta College	University or College	OH	WASHINGTON	39.411762	-81.44463	1
OH0850000	Wayne County Sheriff's Office	County	OH	WAYNE	40.829661	-81.887194	1
OH0850100	Orrville Police Department	City	OH	WAYNE	40.841557	-81.76422	1
OH0850200	Rittman Police Department	City	OH	MEDINA, WAYNE	40.972855	-81.78036	0
OH0850300	Wooster Police Department	City	OH	WAYNE	40.79921	-81.94194	1
OH0850400	Apple Creek Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0850700	Creston Police Department	City	OH	MEDINA, WAYNE	40.98553	-81.892555	1
OH0850800	Dalton Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0850900	Doylestown Police Department	City	OH	WAYNE	40.968033	-81.69843	1
OH0851100	Marshallville Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0851300	Shreve Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0851400	Smithville Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0851500	West Salem Police Department	City	OH	WAYNE	40.829661	-81.887194	1
OH0852000	Ohio State University: Wooster	University or College	OH	WAYNE	40.829661	-81.887194	1
OH0860000	Williams County Sheriff's Office	County	OH	WILLIAMS	41.564958	-84.584323	1
OH0860100	Bryan Police Department	City	OH	WILLIAMS	41.474686	-84.55369	1
OH0860200	Montpelier Police Department	City	OH	WILLIAMS	41.585308	-84.609924	1
OH0860500	Edgerton Police Department	City	OH	WILLIAMS	41.564958	-84.584323	1
OH0860700	Pioneer Police Department	City	OH	WILLIAMS	41.564958	-84.584323	1
OH0860800	Stryker Police Department	City	OH	WILLIAMS			1
OH0860900	West Unity Police Department	City	OH	WILLIAMS	41.586483	-84.43377	1
OH0870000	Wood County Sheriff's Office	County	OH	WOOD	41.360183	-83.622682	1
OH0870100	Bowling Green Police Department	City	OH	WOOD	41.374912	-83.65162	1
OH0870200	North Baltimore Police Department	City	OH	WOOD	41.183567	-83.67838	1
OH0870300	Perrysburg Police Department	City	OH	WOOD	41.55711	-83.63056	1
OH0870400	Rossford Police Department	City	OH	WOOD	41.610867	-83.56178	1
OH0870600	Bloomdale Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0870700	Bradner Police Department	City	OH	WOOD	41.324215	-83.437035	1
OH0871200	Haskins Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0871500	Luckey Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0871800	Northwood Police Department	City	OH	WOOD	41.608757	-83.48422	1
OH0871900	Pemberville Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0872100	Risingsun Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0872300	Walbridge Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0872400	Wayne Police Department	City	OH	WOOD	41.303146	-83.47704	1
OH0872700	Bowling Green State University	University or College	OH	WOOD	41.360183	-83.622682	1
OH0872800	Perrysburg Township Police Department	City	OH	WOOD	41.360183	-83.622682	1
OH0873000	Lake Township Police Department	City	OH	WOOD	41.576626	-83.473526	1
OH0873400	Wood County Park District	Other	OH	WOOD	41.42511	-83.629196	1
OH0880000	Wyandot County Sheriff's Office	County	OH	WYANDOT	40.827488	-83.28093	1
OH0880100	Carey Police Department	City	OH	WYANDOT	40.840122	-83.313172	1
OH0880200	Upper Sandusky Police Department	City	OH	WYANDOT	40.82784	-83.282974	1
OHCIP0000	Cincinnati Police Department	City	OH	HAMILTON	39.103947	-84.518715	1
OHCLP0000	Cleveland Police Department	City	OH	CUYAHOGA	41.53992	-81.62757	1
OHCOP0000	Columbus Police Department	City	OH	DELAWARE, FAIRFIELD, FRANKLIN	39.9643	-83.0046	1
OHOHP0000	Ohio State Highway Patrol	State Police	OH	NOT SPECIFIED	39.969575	-83.006863	1
OK0010000	Adair County Sheriff's Office	County	OK	ADAIR	35.897613	-94.651378	1
OK0010100	Stilwell Police Department	City	OK	ADAIR	35.815083	-94.63217	1
OK0010200	Westville Police Department	City	OK	ADAIR	35.897613	-94.651378	1
OK0011000	Watts Police Department	City	OK	ADAIR	35.897613	-94.651378	1
OK0020000	Alfalfa County Sheriff's Office	County	OK	ALFALFA	36.75562	-98.35702	1
OK0020100	Cherokee Police Department	City	OK	ALFALFA	36.729703	-98.323445	1
OK0030000	Atoka County Sheriff's Office	County	OK	ATOKA	34.392469	-96.036558	1
OK0030100	Atoka Police Department	City	OK	ATOKA	34.392469	-96.036558	1
OK0030200	Caney Police Department	City	OK	ATOKA	34.392469	-96.036558	1
OK0030800	Stringtown Police Department	City	OK	ATOKA	34.392469	-96.036558	1
OK0030900	Tushka Police Department	City	OK	ATOKA	34.31879	-96.16563	1
OK0040000	Beaver County Sheriff's Office	County	OK	BEAVER	36.748334	-100.483056	1
OK0040200	Beaver Police Department	City	OK	BEAVER	36.748334	-100.483056	1
OK0050000	Beckham County Sheriff's Office	County	OK	BECKHAM	35.273945	-99.671638	1
OK0050100	Elk City Police Department	City	OK	BECKHAM	35.273945	-99.671638	1
OK0050200	Erick Police Department	City	OK	BECKHAM	35.273945	-99.671638	1
OK0050300	Sayre Police Department	City	OK	BECKHAM	35.273945	-99.671638	1
OK0050900	Sayre Public Schools	Other	OK	BECKHAM			1
OK0060000	Blaine County Sheriff's Office	County	OK	BLAINE	35.845524	-98.41065	1
OK0060100	Watonga Police Department	City	OK	BLAINE	35.877782	-98.428934	1
OK0060200	Canton Police Department	City	OK	BLAINE	35.877782	-98.428934	1
OK0060500	Geary Police Department	City	OK	BLAINE, CANADIAN	35.877782	-98.428934	1
OK0061000	Okeene Police Department	City	OK	BLAINE	35.877782	-98.428934	1
OK0070000	Bryan County Sheriff's Office	County	OK	BRYAN	33.99279	-96.37948	1
OK0070100	Durant Police Department	City	OK	BRYAN	33.990627	-96.38139	1
OK0070200	Achille Police Department	City	OK	BRYAN	33.964004	-96.264137	1
OK0070500	Bennington Police Department	City	OK	BRYAN			1
OK0070700	Bokchito Police Department	City	OK	BRYAN	33.901524	-96.224754	1
OK0070900	Caddo Police Department	City	OK	BRYAN	33.964004	-96.264137	1
OK0071000	Calera Police Department	City	OK	BRYAN	33.933758	-96.42846	1
OK0071300	Colbert Police Department	City	OK	BRYAN	33.964004	-96.264137	1
OK0072600	Southeastern Oklahoma State University	University or College	OK	BRYAN	34.00428	-96.376366	1
OK0072700	Colbert Campus	Other	OK	BRYAN			1
OK007270X	Victory Life	Other	OK	BRYAN			1
OK0080000	Caddo County Sheriff's Office	County	OK	CADDO	35.07375	-98.24542	1
OK0080100	Anadarko Police Department	City	OK	CADDO	35.076077	-98.24366	1
OK0080400	Apache Police Department	City	OK	CADDO	35.16792	-98.381045	1
OK0080500	Binger Police Department	City	OK	CADDO			1
OK0080800	Carnegie Police Department	City	OK	CADDO	35.16792	-98.381045	1
OK0080900	Cement Police Department	City	OK	CADDO			1
OK0081100	Cyril Police Department	City	OK	CADDO			1
OK0081300	Fort Cobb Police Department	City	OK	CADDO	35.16792	-98.381045	1
OK0081500	Hinton Police Department	City	OK	CADDO	35.16792	-98.381045	1
OK0081600	Hydro Police Department	City	OK	BLAINE, CADDO	35.16792	-98.381045	1
OK0090000	Canadian County Sheriff's Office	County	OK	CANADIAN	35.535023	-97.95504	1
OK0090100	El Reno Police Department	City	OK	CANADIAN	35.53337	-97.95602	1
OK0090200	Yukon Police Department	City	OK	CANADIAN	35.507072	-97.73825	1
OK0090300	Calumet Police Department	City	OK	CANADIAN	35.54341	-97.979844	1
OK0090500	Mustang Police Department	City	OK	CANADIAN	35.378815	-97.69633	1
OK0090600	Piedmont Police Department	City	OK	CANADIAN, KINGFISHER	35.54341	-97.979844	1
OK0090800	Union City Police Department	City	OK	CANADIAN	35.54341	-97.979844	1
OK0100000	Carter County Sheriff's Office	County	OK	CARTER	34.251848	-97.287927	1
OK0100100	Ardmore Police Department	City	OK	CARTER	34.251848	-97.287927	1
OK0100500	Dickson Police Department	City	OK	CARTER			1
OK0101000	Healdton Police Department	City	OK	CARTER	34.251848	-97.287927	1
OK0101100	Lone Grove Police Department	City	OK	CARTER	34.251848	-97.287927	1
OK0101400	Ratliff City Police Department	City	OK	CARTER			1
OK0101700	Wilson Police Department	City	OK	CARTER	34.162266	-97.42389	1
OK0110000	Cherokee County Sheriff's Office	County	OK	CHEROKEE	35.912914	-94.96947	1
OK0110100	Tahlequah Police Department	City	OK	CHEROKEE	35.914127	-94.97364	1
OK0110500	Hulbert Police Department	City	OK	CHEROKEE	35.904367	-94.996796	1
OK0111000	Northeastern State University: Tahlequah	University or College	OK	CHEROKEE	35.904367	-94.996796	1
OK0111200	Cherokee Nation	Tribal	OK	NOT SPECIFIED	35.904367	-94.996796	1
OK0120000	Choctaw County Sheriff's Office	County	OK	CHOCTAW	34.008717	-95.50997	1
OK0120100	Hugo Police Department	City	OK	CHOCTAW	34.008663	-95.51167	1
OK0120300	Boswell Police Department	City	OK	CHOCTAW	34.027645	-95.554208	1
OK0120500	Fort Towson Police Department	City	OK	CHOCTAW	34.008717	-95.50997	1
OK0121500	Sawyer Police Department	City	OK	CHOCTAW	34.027645	-95.554208	1
OK0130000	Cimarron County Sheriff's Office	County	OK	CIMARRON	36.755276	-102.508734	1
OK0130100	Boise City Police Department	City	OK	CIMARRON	36.755276	-102.508734	1
OK0140000	Cleveland County Sheriff's Office	County	OK	CLEVELAND	35.21994	-97.442604	1
OK0140100	Moore Police Department	City	OK	CLEVELAND	35.338253	-97.486305	1
OK0140200	Norman Police Department	City	OK	CLEVELAND	35.221004	-97.44601	1
OK0140300	Lexington Police Department	City	OK	CLEVELAND	35.206376	-97.323088	1
OK0140400	Noble Police Department	City	OK	CLEVELAND	35.206376	-97.323088	1
OK0140500	University of Oklahoma: Norman	University or College	OK	CLEVELAND	35.189754	-97.43559	1
OK0141300	Noble Public Schools	Other	OK	CLEVELAND			1
OK0150000	Coal County Sheriff's Office	County	OK	COAL	34.582861	-96.288039	1
OK0150100	Coalgate Police Department	City	OK	COAL	34.538033	-96.21848	1
OK0150800	Tupelo Police Department	City	OK	COAL			1
OK0160000	Comanche County Sheriff's Office	County	OK	COMANCHE	34.604996	-98.39522	1
OK0160100	Lawton Police Department	City	OK	COMANCHE	34.60796	-98.39359	1
OK0160200	Cache Police Department	City	OK	COMANCHE	34.662628	-98.476597	1
OK0160300	Chattanooga Police Department	City	OK	COMANCHE			1
OK0160400	Elgin Police Department	City	OK	COMANCHE	34.662628	-98.476597	1
OK0160600	Fletcher Police Department	City	OK	COMANCHE	34.662628	-98.476597	1
OK0160700	Geronimo Police Department	City	OK	COMANCHE			1
OK0161000	Medicine Park Police Department	City	OK	COMANCHE	34.662628	-98.476597	1
OK0161400	Sterling Police Department	City	OK	COMANCHE			1
OK0161500	Cameron University	University or College	OK	COMANCHE	34.608852	-98.43301	1
OK0161600	Lawton Public Schools	Other	OK	COMANCHE			1
OK0170000	Cotton County Sheriff's Office	County	OK	COTTON	34.360287	-98.30918	1
OK0170100	Walters Police Department	City	OK	COTTON	34.290676	-98.373438	1
OK0180000	Craig County Sheriff's Office	County	OK	CRAIG	36.76389	-95.201553	1
OK0180100	Vinita Police Department	City	OK	CRAIG, DELAWARE	36.76389	-95.201553	1
OK0190000	Creek County Sheriff's Office	County	OK	CREEK	35.907732	-96.379793	1
OK0190100	Bristow Police Department	City	OK	CREEK	35.907732	-96.379793	1
OK0190200	Drumright Police Department	City	OK	CREEK, PAYNE	35.98845	-96.602066	1
OK0190300	Sapulpa Police Department	City	OK	CREEK, TULSA	35.99901	-96.10745	1
OK0190500	Depew Police Department	City	OK	CREEK	35.907732	-96.379793	1
OK0190600	Kellyville Police Department	City	OK	CREEK	35.907732	-96.379793	1
OK0190700	Kiefer Police Department	City	OK	CREEK	35.907732	-96.379793	1
OK0190800	Mannford Police Department	City	OK	CREEK, PAWNEE, TULSA	35.907732	-96.379793	1
OK0191000	Mounds Police Department	City	OK	CREEK, OKMULGEE	35.907732	-96.379793	1
OK0191100	Oilton Police Department	City	OK	CREEK	35.907732	-96.379793	1
OK0191900	Kiefer Public Schools	Other	OK	CREEK			1
OK0200000	Custer County Sheriff's Office	County	OK	CUSTER	35.645601	-98.997386	1
OK0200100	Clinton Police Department	City	OK	CUSTER	35.5154	-98.96484	1
OK0200200	Weatherford Police Department	City	OK	CUSTER	35.524887	-98.71259	1
OK0200300	Arapaho Police Department	City	OK	CUSTER			1
OK0200400	Butler Police Department	City	OK	CUSTER			1
OK0200800	Thomas Police Department	City	OK	CUSTER			1
OK0200900	Southwestern Oklahoma State University	University or College	OK	CUSTER	35.534843	-98.707695	1
OK0210000	Delaware County Sheriff's Office	County	OK	DELAWARE	36.393375	-94.808217	1
OK0210100	Bernice Police Department	City	OK	DELAWARE	36.393375	-94.808217	1
OK0210400	Colcord Police Department	City	OK	DELAWARE	36.393375	-94.808217	1
OK0210700	Grove Police Department	City	OK	DELAWARE	36.59347	-94.769104	1
OK0210800	Jay Police Department	City	OK	DELAWARE	36.393375	-94.808217	1
OK0210900	Kansas Police Department	City	OK	DELAWARE			1
OK0211600	West Siloam Springs Police Department	City	OK	DELAWARE	36.176346	-94.59406	1
OK0220000	Dewey County Sheriff's Office	County	OK	DEWEY	35.978433	-99.014094	1
OK0221100	Seiling Police Department	City	OK	DEWEY	35.978433	-99.014094	1
OK0221400	Vici Police Department	City	OK	DEWEY	35.978433	-99.014094	1
OK0230000	Ellis County Sheriff's Office	County	OK	ELLIS	36.224258	-99.750139	1
OK0230700	Shattuck Police Department	City	OK	ELLIS	36.224258	-99.750139	1
OK0240000	Garfield County Sheriff's Office	County	OK	GARFIELD	36.378273	-97.787729	1
OK0240100	Enid Police Department	City	OK	GARFIELD	36.378273	-97.787729	1
OK0240600	Covington Police Department	City	OK	GARFIELD	36.378273	-97.787729	1
OK0241000	Garber Police Department	City	OK	GARFIELD			1
OK0241500	Lahoma Police Department	City	OK	GARFIELD	36.378273	-97.787729	1
OK0241600	North Enid Police Department	City	OK	GARFIELD	36.435738	-97.8663	1
OK0241700	Waukomis Police Department	City	OK	GARFIELD	36.378273	-97.787729	1
OK0250000	Garvin County Sheriff's Office	County	OK	GARVIN	34.74052	-97.221436	1
OK0250100	Lindsay Police Department	City	OK	GARVIN	34.70935	-97.312723	1
OK0250200	Pauls Valley Police Department	City	OK	GARVIN	34.738525	-97.22257	1
OK0250300	Wynnewood Police Department	City	OK	GARVIN	34.64268	-97.1701	1
OK0250500	Elmore City Police Department	City	OK	GARVIN	34.70935	-97.312723	1
